question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
1114,4,easy,What is the default behavior of internal stages in Snowflake?,FALSE,Named internal stages are created by default.,Users must manually create their own internal stages.,Data files are automatically staged to a default location.,Each user and table are automatically allocated an internal stage.,,D,MANUAL
1116,1,easy,What storage cost is completely eliminated when a Snowflake table is defined as transient?,FALSE,Active,Fail-safe,Staged,Time Travel,,B,MANUAL
1117,5,easy,How can a Snowflake user traverse semi-structured data?,FALSE,Insert a colon (:) between the VARIANT column name and any first-level element.,Insert a colon (:) between the VARIANT column name and any second-level element.,Insert a double colon (::) between the VARIANT column name and any first-level element.,Insert a double colon (::) between the VARIANT column name and any second-level element.,,A,MANUAL
1118,2,medium,"Based on Snowflake recommendations, when creating a hierarchy of custom roles, the top-most custom role should be assigned to which role?",FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,USERADMIN,,C,MANUAL
1119,2,easy,What happens to the privileges granted to Snowflake system-defined roles?,FALSE,The privileges cannot be revoked.,The privileges can be revoked by an ACCOUNTADMIN.,The privileges can be revoked by an ORGADMIN.,The privileges can be revoked by any user-defined role with appropriate privileges.,,A,MANUAL
1120,5,medium,What privileges are required to create a task?,FALSE,The GLOBAL privilege CREATE TASK is required to create a new task.,Tasks are created at the Application level and can only be created by the Account Admin role.,"Many Snowflake DDLs are metadata operations only, and CREATE TASK DDL can be executed without virtual warehouse requirement or task specific grants.",The role must have access to the target schema and the CREATE TASK privilege on the schema itself.,,D,MANUAL
1121,6,easy,"By default, which role allows a user to manage a Snowflake Data Exchange share?",FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,USERADMIN,,A,MANUAL
1122,4,easy,How does the PARTITION BY option affect an expression for a COPY INTO [location] command?,FALSE,The unload operation partitions table rows into separate files unloaded to the specified table.,The unload operation partitions table rows into separate files unloaded to the specified stage.,A single file will be loaded with a user-defined partition key and the user can use this partition key for clustering.,A single file will be loaded with a Snowflake-defined partition key and Snowflake will use this key for pruning.,,B,MANUAL
1123,1,easy,How does Snowflake improve the performance of queries that are designed to filter out a significant amount of data?,FALSE,The use of indexing,The use of pruning,The use of TableScan,By increasing the number of partitions scanned,,B,MANUAL
1124,5,easy,A JSON document is stored in the source_column of type VARIANT. The document has an array called elements. The array contains the name key that has a string value. How can a Snowflake user extract the name from the first element?,FALSE,source_column.elements[1]:name,source_column.elements[0]:name,source_column:elements[1].name,source_column:elements[0].name,,D,MANUAL
1125,5,easy,Which function should be used to insert JSON formatted string data into a VARIANT field?,FALSE,FLATTEN,CHECK_JSON,PARSE_JSON,TO_VARIANT,,C,MANUAL
1126,3,easy,Which permission on a Snowflake virtual warehouse allows the role to resize the warehouse?,FALSE,ALTER,MODIFY,MONITOR,USAGE,,B,MANUAL
1127,6,easy,What is it called when a customer managed key is combined with a Snowflake managed key to create a composite key for encryption?,FALSE,Hierarchical key model,Client-side encryption,Tri-secret secure encryption,Key pair authentication,,C,MANUAL
1128,4,easy,What is the COPY INTO [location] command option default for unloading data into multiple files?,FALSE,SINGLE = 0,SINGLE = NULL,SINGLE = TRUE,SINGLE = FALSE,,D,MANUAL
1129,3,medium,A size 3X-Large multi-cluster warehouse runs one cluster for one full hour and then runs two clusters for the next full hour. What would be the total number of credits billed?,FALSE,64,128,149,192,,D,MANUAL
1130,3,easy,What is the impact of increasing the number of concurrent users on a Snowflake virtual warehouse?,FALSE,"Improved performance for small, simple queries","Improved performance for large, complex queries","Decreased performance for large, complex queries",Decreased consumption of Snowflake credits,,C,MANUAL
1132,6,medium,"By default, how long is the standard retention period for Time Travel across all Snowflake accounts?",FALSE,0 days,1 day,7 days,14 days,,B,MANUAL
1133,3,medium,What type of query will benefit from the query acceleration service?,FALSE,Queries without filters or aggregation,Queries with large scans and selective filters,Queries where the GROUP BY has high cardinality,Queries of tables that have search optimization service enabled,,B,MANUAL
1134,3,medium,How does the search optimization service help Snowflake users improve query performance?,FALSE,It scans the micro-partitions based on the joins used in the queries and scans only join columns.,It maintains a persistent data structure that keeps track of the values of the tableʼs columns in each of its micro-partitions.,It scans the local disk cache to avoid scans on the tables used in the query.,It keeps track of running queries and their results and saves those extra scans on the table.,,B,MANUAL
1135,3,easy,What can be done to reduce queueing on a virtual warehouse?,FALSE,Increase the AUTO_SUSPEND setting for the warehouse.,Change the warehouse to a multi-cluster warehouse.,Increase the warehouse size.,Lower the MAX_CONCURRENCY_LEVEL setting for the warehouse.,,B,MANUAL
1136,6,hard,What are characteristics of Snowsight worksheets? (Choose two.),TRUE,"Worksheets can be grouped under folders, and a folder of folders.",Each worksheet is a unique Snowflake session.,Users are limited to running only one query on a worksheet.,The Snowflake session ends when a user switches worksheets.,Users can import worksheets and share them with other users.,"B,E",MANUAL
1137,4,hard,What are reasons for using the VALIDATE function in Snowflake after a COPY INTO command execution? (Choose two.),TRUE,To validate the files that have been loaded earlier using the COPY INTO command,To fix errors that were made during the execution of the COPY INTO command,To return errors encountered during the execution of the COPY INTO command,To identify potential issues in the COPY INTO command before it is executed,To count the number of errors encountered during the execution of the COPY INTO command,"A,C",MANUAL
1138,5,hard,Which types of URLs are provided by Snowflake to access unstructured data files? (Choose two).,TRUE,Absolute URL,Dynamic URL,File URL,Relative URL,Scoped URL,"C,E",MANUAL
1139,1,medium,"Which query will return a sample of a table with 1000 rows named testtable, in which each row has a 10% probability of being included in the sample?",FALSE,select * from testtable sample (0.1);,select * from testtable sample (10);,select * from testtable sample (0.1 rows);,select * from testtable sample (10 rows);,,B,MANUAL
1140,6,easy,Which system function can be used to manage access to the data in a share and display certain data only to paying customers?,FALSE,SYSTEM$ALLOWLIST,SYSTEM$ALLOWLIST_PRIVATELINK,SYSTEM$AUTHORIZE_PRIVATELINK,SYSTEM$IS_LISTING_PURCHASED,,D,MANUAL
1141,1,easy,Which Snowflake object does not consume any storage costs?,FALSE,Secure view,Materialized view,Temporary table,Transient table,,A,MANUAL
1142,3,medium,True or False: Some queries can be answered through the metadata cache and do not require an active Virtual Warehouse.,FALSE,True,False,,,,A,MANUAL
1143,5,easy,What does the LATERAL modifier for the FLATTEN function do?,FALSE,Casts the values of the flattened data,Extracts the path of the flattened data,Joins information outside the object with the flattened data,Retrieves a single instance of a repeating element in the flattened data,,C,MANUAL
1145,2,easy,What role in Snowflake separates the management of users and roles from the management of all grants?,FALSE,ACCOUNTADMIN,SYSADMIN,SECURITYADMIN,USERADMIN,,D,MANUAL
1146,4,easy,Which command will unload data from a table into an external stage?,FALSE,PUT,INSERT,COPY INTO [location],GET,,C,MANUAL
1147,2,medium,Why is a federated environment used for user authentication in Snowflake?,FALSE,To enhance data security and privacy,To provide real-time monitoring of user activities,To separate user authentication from user access,To enable direct integration with external databases,,C,MANUAL
1148,3,easy,What will happen if a Snowflake user increases the size of a suspended virtual warehouse?,FALSE,The provisioning of new compute resources for the warehouse will begin immediately.,The warehouse will remain suspended but new resources will be added to the query acceleration service.,The provisioning of additional compute resources will be in effect when the warehouse is next resumed.,The warehouse will resume immediately and start to share the compute load with other running virtual warehouses.,,C,MANUAL
1149,1,easy,The VALIDATE table function has which parameter as an input argument for a Snowflake user?,FALSE,LAST_QUERY_ID,CURRENT_STATEMENT,UUID_STRING,JOB_ID,,D,MANUAL
1150,1,medium,"Which Snowflake edition supports Protected Health Information (PHI) data (in accordance with HIPAA and HITRUST CSF regulations), and has a dedicated metadata store and pool of compute resources?",FALSE,Standard,Enterprise,Business Critical,Virtual Private Snowflake (VPS),,C,MANUAL
1151,1,hard,Which Snowflake table types are used to manage costs for short-lived tables? (Choose two.),TRUE,External tables,Permanent tables,Shared tables,Temporary tables,Transient tables,"D,E",MANUAL
1152,3,hard,What are key characteristics of virtual warehouses in Snowflake? (Choose two.),TRUE,Warehouses that are multi-cluster can have nodes of different sizes.,Warehouses can be started and stopped at any time.,"Warehouses can be resized at any time, even while running.",Warehouses are billed on a per-minute usage basis.,Warehouses can only be used for querying and cannot be used for data loading.,"B,C",MANUAL
1153,3,easy,"When scaling out by adding clusters to a multi-cluster warehouse, you are primarily scaling for improved:",FALSE,Concurrency,Performance,,,,A,MANUAL
1154,3,hard,What strategies can be used to optimize the performance of a virtual warehouse? (Choose two.),TRUE,Reduce queuing.,Allow memory spillage.,Increase the MAX_CONCURRENCY_LEVEL parameter.,Increase the warehouse size.,Suspend the warehouse frequently.,"A,D",MANUAL
1155,2,easy,How are privileges inherited in a role hierarchy in Snowflake?,FALSE,Privileges are inherited by any roles above that role in the hierarchy.,Privileges are inherited by any roles at the same level in the hierarchy.,Privileges are only inherited by the direct parent role in the hierarchy.,Privileges are only inherited by the direct child role in the hierarchy.,,A,MANUAL
1156,2,easy,At what level can the ALLOW_CLIENT_MFA_CACHING parameter be set?,FALSE,Account,Role,Session,User,,"A,D",MANUAL
1157,6,easy,What entity is responsible for hosting and sharing data in Snowflake?,FALSE,Data provider,Data consumer,Reader account,Managed account,,A,MANUAL
1158,2,easy,Which function will provide the proxy information needed to protect Snowsight?,FALSE,SYSTEM$GET_TAG,SYSTEM$GET_PRIVATELINK,SYSTEM$ALLOWLIST,SYSTEM$AUTHORIZE_PRIVATELINK,,C,MANUAL
1159,2,easy,The property MINS_TO_BYPASS_NETWORK_POLICY is set at which level?,FALSE,User,Role,Account,Organization,,A,MANUAL
1160,4,easy,"When unloading the data for file format type specified (TYPE = 'CSV'), SQL NULL can be converted to string ‘nullʼ using which file format option?",FALSE,SKIP_BYTE_ORDER_MARK,EMPTY_FIELD_AS_NULL,NULL_IF,ESCAPE_UNENCLOSED_FIELD,,C,MANUAL
1161,1,easy,Which table function should be used to view details on a Directed Acyclic Graph (DAG) run that is presently scheduled or is executing?,FALSE,TASK_HISTORY,TASK_DEPENDENTS,CURRENT_TASK_GRAPHS,COMPLETE_TASK_GRAPHS,,C,MANUAL
1162,1,easy,"What Snowflake database object is derived from a query specification, stored for later use, and can speed up expensive aggregation on large data sets?",FALSE,Temporary table,External table,Secure view,Materialized view,,D,MANUAL
1163,2,easy,"User1, who has the SYSADMIN role, executed a query on Snowsight. User2, who is in the same Snowflake account, wants to view the result set of the query executed by User1 using the Snowsight query history. What will happen if User2 tries to access the query history?",FALSE,If User2 has the SYSADMIN role they will be able to see the results.,If User2 has the SECURITYADMIN role they will be able to see the results.,If User2 has the ACCOUNTADMIN role they will be able to see the results.,User2 will be unable to view the result set of the query executed by User1.,,D,MANUAL
1164,6,medium,What is the minimum Snowflake edition that provides data sharing?,FALSE,Standard,Premier,Enterprise,Business Critical Edition,,A,MANUAL
1165,1,easy,"A permanent table and temporary table have the same name, TBL1, in a schema. What will happen if a user executes select * from TBL1;?",FALSE,The temporary table will take precedence over the permanent table.,The permanent table will take precedence over the temporary table.,An error will say there cannot be two tables with the same name in a schema.,The table that was created most recently will take precedence over the older table.,,A,MANUAL
1166,1,hard,The effects of query pruning can be observed by evaluating which statistics? (Choose two.),TRUE,Partitions scanned,Partitions total,Bytes scanned,Bytes read from result,Bytes written,"A,B",MANUAL
1167,5,hard,Which data types optimally store semi-structured data? (Choose two.),TRUE,ARRAY,CHARACTER,STRING,VARCHAR,VARIANT,"A,E",MANUAL
1168,4,easy,What compute resource is used when loading data using Snowpipe?,FALSE,Snowpipe uses virtual warehouses provided by the user.,Snowpipe uses an Apache Kafka server for its compute resources.,Snowpipe uses compute resources provided by Snowflake.,Snowpipe uses cloud platform compute resources provided by the user.,,C,MANUAL
1169,5,easy,Which file function gives a user or application access to download unstructured data from a Snowflake stage?,FALSE,BUILD_SCOPED_FILE_URL,BUILD_STAGE_FILE_URL,GET_PRESIGNED_URL,GET_STAGE_LOCATION,,C,MANUAL
1170,2,easy,"By default, which role can create resource monitors?",FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,USERADMIN,,A,MANUAL
1171,6,easy,Which DDL/DML operation is allowed on an inbound data share?,FALSE,ALTER TABLE,INSERT INTO,MERGE,SELECT,,D,MANUAL
1173,6,medium,Which role in Snowflake allows a user to enable replication for multiple accounts?,FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,ORGADMIN,,D,MANUAL
1174,1,easy,Which Snowflake tool is recommended for data batch processing?,FALSE,SnowCD,SnowSQL,Snowsight,The Snowflake API,,B,MANUAL
1175,1,medium,"True or False: Each worksheet in the Snowflake Web Interface (UI) can be associated with different roles, databases, schemas, and Virtual Warehouses.",FALSE,True,False,,,,A,MANUAL
1176,1,easy,Which Snowflake mechanism is used to limit the number of micro-partitions scanned by a query?,FALSE,Caching,Cluster depth,Query pruning,Retrieval optimization,,C,MANUAL
1178,3,medium,Which use case does the search optimization service support?,FALSE,Disjuncts (OR) in join predicates,LIKE/ILIKE/RLIKE join predicates,Join predicates on VARIANT columns,Conjunctions (AND) of multiple equality predicates,,D,MANUAL
1179,4,easy,What should be used when creating a CSV file format where the columns are wrapped by single quotes or double quotes?,FALSE,BINARY_FORMAT,ESCAPE_UNENCLOSED_FIELD,FIELD_OPTIONALLY_ENCLOSED_BY,SKIP_BYTE_ORDER_MARK,,C,MANUAL
1181,3,medium,What does the TableScan operator represent in the Query Profile?,FALSE,The access to a single table,The access to data stored in stage objects,The list of values provided with the VALUES clause,The records generated using the TABLE(GENERATOR(...)) construct,,A,MANUAL
1183,2,hard,Which roles can make grant decisions to objects within a managed access schema? (Choose two.),TRUE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,ORGADMIN,USERADMIN,"A,B",MANUAL
1184,4,easy,How can a Snowflake user post-process the result of SHOW FILE FORMATS?,FALSE,Use the RESULT_SCAN function.,Create a CURSOR for the command.,Put it in the FROM clause in brackets.,Assign the command to RESULTSET.,,A,MANUAL
1186,4,medium,True or False: You can query the files in an External Stage directly without having to load the data into a table.,FALSE,True,False,,,,A,MANUAL
1187,1,hard,"When initially creating an account in Snowflake, which settings can be specified? (Choose two.)",TRUE,Account name,Organization name,Account locator,Region,Snowflake edition,"A,D",MANUAL
1188,2,hard,What activities can a user with the ORGADMIN role perform? (Choose two.),TRUE,Create an account for an organization.,Edit the account data for an organization.,Delete the account data for an organization.,View usage information for all accounts in an organization.,Select all the data in tables for all accounts in an organization.,"A,D",MANUAL
1189,3,easy,What is one of the benefits of using a multi-cluster virtual warehouse?,FALSE,It will speed up data loading.,It will reduce the cost of running the warehouse.,It will automatically increase the warehouse size as needed.,It will automatically start and stop additional clusters as needed.,,D,MANUAL
1190,3,easy,When should a multi-cluster virtual warehouse be used in Snowflake?,FALSE,When queuing is delaying query execution on the warehouse,When there is significant disk spilling shown on the Query Profile,When dynamic vertical scaling is being used in the warehouse,When there are no concurrent queries running on the warehouse,,A,MANUAL
1191,4,easy,What is used to denote a pre-computed data set derived from a SELECT query specification and stored for later use?,FALSE,View,Secure view,Materialized view,External table,,C,MANUAL
1193,1,easy,What is the default access of a securable object until other access is granted?,FALSE,No access,Read access,Write access,Full access,,A,MANUAL
1194,4,easy,From what stage can a Snowflake user omit the FROM clause while loading data into a table?,FALSE,The user stage,The table stage,The internal named stage,The external named stage,,B,MANUAL
1195,3,easy,What is used during the FIRST execution of SELECT COUNT(*) FROM ORDER?,FALSE,Remote disk cache,Virtual warehouse cache,Cache result,Metadata-based result,,D,MANUAL
1196,3,easy,What is the purpose of a resource monitor in Snowflake?,FALSE,To monitor the query performance of virtual warehouses,To create and suspend virtual warehouses automatically,To manage cloud services needed for virtual warehouses,To control costs and credit usage by virtual warehouses,,D,MANUAL
1197,5,easy,The FLATTEN function is used to query which type of data in Snowflake?,FALSE,Structured data,Semi-structured data,Both of the above,None of the above,,B,MANUAL
1198,4,hard,Which data formats are supported by Snowflake when unloading semi-structured data? (Choose two.),TRUE,Binary file in Avro,Binary file in Parquet,Comma-separated JSON,Newline Delimited JSON,Plain text file containing XML elements,"B,D",MANUAL
1199,2,hard,"In Snowflake, the use of federated authentication enables which Single Sign-On (SSO) workflow activities? (Choose two.)",TRUE,Authorizing users,Initiating user sessions,Logging into Snowflake,Logging out of Snowflake,Performing role authentication,"C,D",MANUAL
1201,1,hard,"When unloading data from Snowflake to AWS, what permissions are required? (Choose two.)",TRUE,s3:DeleteObject,s3:CopyObject,s3:GetBucketAcl,s3:PutObject,s3:GetBucketLocation,"D,E",MANUAL
1202,1,medium,What step can reduce data spilling in Snowflake?,FALSE,Using a larger virtual warehouse,Increasing the virtual warehouse maximum timeout limit,Increasing the amount of remote storage for the virtual warehouse,Using a Common Table Expression (CTE) instead of a temporary table,,A,MANUAL
1204,2,easy,What privilege is needed for a Snowflake user to see the definition of a secure view?,FALSE,OWNERSHIP,MODIFY,CREATE,USAGE,,A,MANUAL
1206,4,hard,When does Snowflake automatically encrypt data that is loaded into Snowflake? (Choose two.),TRUE,After the data is micro-partitioned.,After loading the data into a table.,After loading the data into an internal stage.,After loading data into an external stage.,Only when using an encrypted stage.,"B,C",MANUAL
1207,1,hard,"When data is loaded into Snowflake, what formats does Snowflake use internally to store the data in cloud storage? (Choose two.)",TRUE,Key-value,Columnar,Graph,Document,Compressed,"B,E",MANUAL
1208,3,hard,Credit Consumption by the Compute Layer (Virtual Warehouses) is based on: (Choose two.),TRUE,Number of users,Warehouse size,Amount of data processed,# of clusters for the Warehouse,,"B,D",MANUAL
1209,4,medium,True or False: An active warehouse is required to run a COPY INTO statement.,FALSE,True,False,,,,A,MANUAL
1210,1,hard,What do temporary and transient tables have in common in Snowflake? (Choose two.),TRUE,Both tables have no Fail-safe period.,Both tables have data retention period maximums of one day.,Both tables are visible only to a single user session.,"For both tables, the retention period ends when the tables are dropped.","For both tables, the retention period does not end when the session ends.","A,B",MANUAL
1211,1,hard,What are the least privileges needed to view and modify resource monitors? (Choose two.),TRUE,SELECT,OWNERSHIP,MONITOR,MODIFY,USAGE,"C,D",MANUAL
1212,4,medium,When does a materialized view get suspended in Snowflake?,FALSE,When a column is added to the base table,When a column is dropped from the base table,When a DML operation is run on the base table,When the base table is reclustered,,B,MANUAL
1213,1,medium,What happens when a Snowflake user changes the data retention period at the schema level?,FALSE,All child objects will retain data for the new retention period.,All child objects that do not have an explicit retention period will automatically inherit the new retention period.,All child objects with an explicit retention period will be overridden with the new retention period.,All explicit child object retention periods will remain unchanged.,,B,MANUAL
1214,5,hard,Snowpark provides libraries for which programming languages? (Choose two.),TRUE,JavaScript,Python,Scala,R,C++,"B,C",MANUAL
1215,1,hard,How can a Snowflake user sample 10 rows from a table named SNOWPRO? (Choose two.),TRUE,SELECT * FROM SNOWPRO SAMPLE SYSTEM (10),SELECT * FROM SNOWPRO TABLESAMPLE (10 ROWS),SELECT * FROM SNOWPRO TABLESAMPLE BLOCK (10),SELECT * FROM SNOWPRO TABLESAMPLE BLOCK (10 ROWS),SELECT * FROM SNOWPRO SAMPLE BERNOULLI (10 ROWS),B,MANUAL
1216,1,easy,Why would a Snowflake user choose to use a transient table?,FALSE,To store data for long-term analysis,To store large data files that are used frequently,To create a permanent table for ongoing use in ELT,To store transitory data that needs to be maintained beyond the session,,D,MANUAL
1218,6,hard,What actions can be performed by a consumer account on a shared database? (Choose two.),TRUE,Cloning a shared table,Modifying the data in a shared table,Using Time Travel on a shared table,Executing the SELECT statement on a shared table,Joining the data from a shared table with another table,"D,E",MANUAL
1219,1,easy,What data type is used to ingest semi-structured data into a Snowflake table?,FALSE,BOOLEAN,NUMBER,VARBINARY,VARIANT,,D,MANUAL
1220,1,medium,True or False: AWS Private Link provides a secure connection from the Customer's on-premise data center to the Snowflake.,FALSE,True,False,,,,B,MANUAL
1221,2,easy,Which security feature is used to connect or log in to a Snowflake account?,FALSE,Network policy,SCIM,Role-Based Access Control (RBAC),Key pair authentication,,D,MANUAL
1222,2,hard,"Given the statement template below, which database objects can be added to a share? (Choose two.) GRANT [privilege] ON [object] [object_name] TO SHARE [share_name];",TRUE,Secure functions,Stored procedures,Streams,Tables,Tasks,"A,D",MANUAL
1223,3,easy,Which Snowflake feature or tool helps troubleshoot issues in SQL query expressions that commonly cause performance bottlenecks?,FALSE,Persisted query results,QUERY_HISTORY view,Query acceleration service,Query Profile,,D,MANUAL
1224,6,medium,What is a non-configurable feature that provides historical data that Snowflake may recover during a 7-day period?,FALSE,Fail-safe,Time Travel,Cloning,Account replication,,A,MANUAL
1225,6,easy,Which function should be used to authorize users to access rows in a base table when using secure views with Secure Data Sharing?,FALSE,CURRENT_ACCOUNT(),CURRENT_ROLE(),CURRENT_SESSION(),CURRENT_USER(),,A,MANUAL
1226,1,easy,What is the purpose of collecting statistics on data in Snowflake?,FALSE,To identify data storage order correlations,To enable efficient pruning based on query filters,To reduce the total number of micro-partitions in a table,To optimize query performance by reading all data in a table,,B,MANUAL
1227,1,easy,What type of function returns one value for each invocation?,FALSE,Aggregate,Scalar,Table,Window,,B,MANUAL
1228,4,hard,Which file formats support unloading semi-structured data? (Choose two.),TRUE,Avro,JSON,ORC,Parquet,XML,"B,D",MANUAL
1229,2,easy,Which system-defined Snowflake role has permission to rename an account and specify whether the original URL can be used to access the renamed account?,FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,ORGADMIN,,D,MANUAL
1230,1,medium,How can a user get the MOST detailed information about individual table storage details in Snowflake?,FALSE,SHOW TABLES command,SHOW EXTERNAL TABLES command,TABLES view,TABLE_STORAGE_METRICS view,,D,MANUAL
1231,1,medium,True or False: Snowflake's Global Services Layer gathers and maintains statistics on all columns in all micro- partitions.,FALSE,True,False,,,,A,MANUAL
1232,6,easy,What type of account can be used to share data with a consumer who does not have a Snowflake account?,FALSE,Data provider,Data consumer,Reader,Organization,,C,MANUAL
1233,2,easy,"By default, which role has access to the SYSTEM$GLOBAL_ACCOUNT_SET_PARAMETER function?",FALSE,ACCOUNTADMIN,SECURITYADMIN,SYSADMIN,ORGADMIN,,D,MANUAL
1234,3,easy,"If a virtual warehouse is suspended, what happens to the warehouse cache?",FALSE,The cache is dropped when the warehouse is suspended and is no longer available upon restart.,"The warehouse cache persists for as long as the warehouse exists, regardless of its suspension status.",The cache is maintained for up to two hours and can be restored if the warehouse is restarted within this limit.,The cache is maintained for the auto_suspend duration and can be restored if the warehouse is restarted within this limit.,,A,MANUAL
1235,2,hard,What are the primary authentication methods that Snowflake supports for securing REST API interactions? (Choose two.),TRUE,OAuth,Key pair authentication,Federated authentication,Multi-Factor Authentication (MFA),Username and password authentication,"A,B",MANUAL
1236,1,medium,A Snowflake user is trying to load a 125 GB file using SnowSQL. The file continues to load for almost an entire day. What will happen at the 24-hour mark?,FALSE,The file will continue to load until all contents are loaded.,The file will stop loading and all data up to that point will be committed.,The file loading could be aborted without any portion of the file being committed.,The fileʼs number of allowable hours to load can be programmatically controlled to load easily into Snowflake.,,C,MANUAL
1237,3,medium,What information does the Query Profile provide?,FALSE,Graphical representation of the data model,Statistics for each component of the processing plan,Detailed information about the database schema,Real-time monitoring of the database operations,,B,MANUAL
1238,2,easy,Which command is used to start configuring Snowflake for Single Sign-On (SSO)?,FALSE,CREATE SESSION POLICY,CREATE NETWORK RULE,CREATE SECURITY INTEGRATION,CREATE PASSWORD POLICY,,C,MANUAL
1240,2,easy,Which command removes a role from another role or a user in Snowflake?,FALSE,ALTER ROLE,REVOKE ROLE,USE ROLE,USE SECONDARY ROLES,,B,MANUAL
1241,2,easy,In which hierarchy is tag inheritance possible?,FALSE,Organization » Account » Role,Account » User » Schema,Database » View » Column,Schema » Table » Column,,D,MANUAL
1242,3,medium,True or False: It is best practice to define a clustering key on every table.,FALSE,True,False,,,,B,MANUAL
1243,2,medium,What happens when a network policy includes values that appear in both the allowed and blocked IP address lists?,FALSE,Those IP addresses are allowed access to the Snowflake account as Snowflake applies the allowed IP address list first.,Those IP addresses are denied access to the Snowflake account as Snowflake applies the blocked IP address list first.,Snowflake issues an alert message and adds the duplicate IP address values to both the allowed and blocked IP address lists.,Snowflake issues an error message and adds the duplicate IP address values to both the allowed and blocked IP address lists.,,B,MANUAL
1244,4,easy,"For directory tables, what stage allows for automatic refreshing of metadata?",FALSE,User stage,Table stage,Named internal stage,Named external stage,,D,MANUAL
1245,4,easy,Which command is used to unload data from a Snowflake database table into one or more files in a Snowflake stage?,FALSE,CREATE STAGE,COPY INTO [table],COPY INTO [location],CREATE PIPE,,C,MANUAL
1246,1,hard,Any user with the appropriate privileges can view data storage for individual tables by using which queries? (Choose two.),TRUE,METERING_HISTORY view in the ACCOUNT_USAGE schema,TABLE_STORAGE_METRICS view in the ACCOUNT_USAGE schema,STORAGE_USAGE view in the ACCOUNT_USAGE schema,TABLE_STORAGE_METRICS view in the INFORMATION_SCHEMA schema,METERING_DAILY_HISTORY view in the ORGANIZATION_USAGE schema,"B,D",MANUAL
1247,6,medium,"A user created a database and set the DATA_RETENTION_TIME_IN_DAYS to 30, but did not set the DATA_RETENTION_TIME_IN_DAYS in table T1. After 5 days, the user accidentally drops table T1. What are the considerations for recovering table T1?",FALSE,The user can recover the table T1 after 30 days.,The table can be recovered because the table retention period default is at the database level.,The table can only be recovered by contacting Snowflake Support to recover the table from Fail-safe.,The table cannot be recovered because the DATA_RETENTION_TIME_IN_DAYS was not set for table T1.,,B,MANUAL
1248,1,hard,What table functions in the Snowflake Information Schema can be queried to retrieve information about directory tables? (Choose two.),TRUE,AUTO_REFRESH_REGISTRATION_HISTORY,EXTERNAL_TABLE_FILE_REGISTRATION_HISTORY,EXTERNAL_TABLE_FILES,MATERIALIZED_VIEW_REFRESH_HISTORY,STAGE_DIRECTORY_FILE_REGISTRATION_HISTORY,"A,E",MANUAL
1249,6,easy,"Which Snowflake table type persists until it is explicitly dropped, is available for all users with relevant privileges (across sessions), and has no Fail-safe period?",FALSE,External,Permanent,Temporary,Transient,,D,MANUAL
1250,2,hard,Snowflakeʼs access control framework combines which models for securing data? (Choose two.),TRUE,Attribute-based Access Control (ABAC),Discretionary Access Control (DAC),Access Control List (ACL),Role-based Access Control (RBAC),Rule-based Access Control (RuBAC),"B,D",MANUAL
1251,4,easy,"Which semi-structured file format is a compressed, efficient, columnar data representation?",FALSE,Avro,JSON,TSV,Parquet,,D,MANUAL
1252,3,easy,How does Snowflake describe its unique architecture?,FALSE,A single-cluster shared data architecture using a central data repository and massively parallel processing (MPP),A multi-cluster shared data architecture using a central data repository and massively parallel processing (MPP),A single-cluster shared nothing architecture using a siloed data repository and symmetric multiprocessing (SMP),A multi-cluster shared nothing architecture using a siloed data repository and symmetric multiprocessing (SMP),,B,MANUAL
1253,1,medium,Which of the following statements is true of Snowflake?,FALSE,It was built specifically for the cloud,It was built as an on-premises solution and then ported to the cloud,It was designed as a hybrid database to allow customers to store data either on premises or in the cloud,It was built for Hadoop architecture,It's based on an Oracle Architecture,A,MANUAL
1254,1,easy,"Which data type can be used to load semi-structured data files directly, without explicitly describing the hierarchical structure of the data?",FALSE,TEXT,VARIANT,VARCHAR,VARBINARY,,B,MANUAL
1255,1,medium,The following settings are configured: THE MIN_DATA_RETENTION_TIME_IN_DAYS is set to 5 at the account level. THE DATA_RETENTION_TIME_IN_DAYS is set to 2 at the object level. For how many days will the data be retained at the object level?,FALSE,2,3,5,7,,C,MANUAL
1256,1,easy,Which key access control concept does Snowflake describe as a defined level of access to an object?,FALSE,Grant,Privilege,Role,Session,,B,MANUAL
1257,3,medium,Which Snowflake object uses credits for maintenance?,FALSE,Regular table,Regular view,Materialized view,Cached query result,,C,MANUAL
1258,3,medium,How many credits does a size 3X-Large virtual warehouse consume if it runs continuously for 2 hours?,FALSE,32,64,128,256,,C,MANUAL
1259,3,medium,What is the purpose of a Query Profile?,FALSE,To profile how many times a particular query was executed and analyze its usage statistics over time.,"To profile a particular query to understand the mechanics of the query, its behavior, and performance.",To profile the user and/or executing role of a query and all privileges and policies applied on the objects within the query.,To profile which queries are running in each warehouse and identify proper warehouse utilization and sizing for better performance and cost balancing.,,B,MANUAL
